,berry,observation_date,main_tree_type,forest_development_class,x,y,year,month,day,week_number,monthday,year-month-day,xy,lat,lon,latlon,region
0,bilberry,2018-07-07,pine,old,410000,7040000,2018,7,7,27,707,2018-07-07,410000-7040000,63.476942248701455,25.193478894289928,63.476942248701-25.193478894290-2018-07-07-bilberry,Central Finland
1,lingonberry,2018-08-06,pine,old,410000,7040000,2018,8,6,32,806,2018-08-06,410000-7040000,63.476942248701455,25.193478894289928,63.476942248701-25.193478894290-2018-08-06-lingonberry,Central Finland
2,cloudberry,2018-07-07,pine,clearing,410000,7040000,2018,7,7,27,707,2018-07-07,410000-7040000,63.476942248701455,25.193478894289928,63.476942248701-25.193478894290-2018-07-07-cloudberry,Central Finland
3,bilberry,2022-07-16,pine,old,410000,7040000,2022,7,16,28,716,2022-07-16,410000-7040000,63.476942248701455,25.193478894289928,63.476942248701-25.193478894290-2022-07-16-bilberry,Central Finland
4,lingonberry,2022-08-28,pine,old,410000,7040000,2022,8,28,34,828,2022-08-28,410000-7040000,63.476942248701455,25.193478894289928,63.476942248701-25.193478894290-2022-08-28-lingonberry,Central Finland
5,cloudberry,2022-07-16,pine,clearing,410000,7040000,2022,7,16,28,716,2022-07-16,410000-7040000,63.476942248701455,25.193478894289928,63.476942248701-25.193478894290-2022-07-16-cloudberry,Central Finland
6,bilberry,2019-07-20,pine,old,410000,7040000,2019,7,20,29,720,2019-07-20,410000-7040000,63.476942248701455,25.193478894289928,63.476942248701-25.193478894290-2019-07-20-bilberry,Central Finland
7,lingonberry,2019-08-18,pine,old,410000,7040000,2019,8,18,33,818,2019-08-18,410000-7040000,63.476942248701455,25.193478894289928,63.476942248701-25.193478894290-2019-08-18-lingonberry,Central Finland
8,cloudberry,2019-07-20,pine,clearing,410000,7040000,2019,7,20,29,720,2019-07-20,410000-7040000,63.476942248701455,25.193478894289928,63.476942248701-25.193478894290-2019-07-20-cloudberry,Central Finland
9,bilberry,2020-07-14,pine,old,410000,7040000,2020,7,14,29,714,2020-07-14,410000-7040000,63.476942248701455,25.193478894289928,63.476942248701-25.193478894290-2020-07-14-bilberry,Central Finland
10,lingonberry,2020-08-17,pine,old,410000,7040000,2020,8,17,34,817,2020-08-17,410000-7040000,63.476942248701455,25.193478894289928,63.476942248701-25.193478894290-2020-08-17-lingonberry,Central Finland
11,cloudberry,2020-07-14,pine,clearing,410000,7040000,2020,7,14,29,714,2020-07-14,410000-7040000,63.476942248701455,25.193478894289928,63.476942248701-25.193478894290-2020-07-14-cloudberry,Central Finland
12,bilberry,2018-07-16,spruce,old,350000,7070000,2018,7,16,29,716,2018-07-16,350000-7070000,63.7255682905868,23.962165686083218,63.725568290587-23.962165686083-2018-07-16-bilberry,Central Ostrobothnia
13,bilberry,2021-08-01,pine,plantation,350000,7070000,2021,8,1,30,801,2021-08-01,350000-7070000,63.7255682905868,23.962165686083218,63.725568290587-23.962165686083-2021-08-01-bilberry,Central Ostrobothnia
14,lingonberry,2021-08-15,pine,plantation,350000,7070000,2021,8,15,32,815,2021-08-15,350000-7070000,63.7255682905868,23.962165686083218,63.725568290587-23.962165686083-2021-08-15-lingonberry,Central Ostrobothnia
15,bilberry,2020-07-28,pine,old,350000,7070000,2020,7,28,31,728,2020-07-28,350000-7070000,63.7255682905868,23.962165686083218,63.725568290587-23.962165686083-2020-07-28-bilberry,Central Ostrobothnia
16,bilberry,2018-07-17,spruce,plantation,420000,7300000,2018,7,17,29,717,2018-07-17,420000-7300000,65.81137094835535,25.25010303625488,65.811370948355-25.250103036255-2018-07-17-bilberry,Northern Ostrobothnia
17,cloudberry,2018-07-17,birch,clearing,420000,7300000,2018,7,17,29,717,2018-07-17,420000-7300000,65.81137094835535,25.25010303625488,65.811370948355-25.250103036255-2018-07-17-cloudberry,Northern Ostrobothnia
18,bilberry,2018-07-19,spruce,old,440000,7370000,2018,7,19,29,719,2018-07-19,440000-7370000,66.44357657238494,25.654530691515745,66.443576572385-25.654530691516-2018-07-19-bilberry,Lapland
19,lingonberry,2018-08-27,pine,clearing,440000,7370000,2018,8,27,35,827,2018-08-27,440000-7370000,66.44357657238494,25.654530691515745,66.443576572385-25.654530691516-2018-08-27-lingonberry,Lapland
20,cloudberry,2018-07-29,pine,clearing,440000,7370000,2018,7,29,30,729,2018-07-29,440000-7370000,66.44357657238494,25.654530691515745,66.443576572385-25.654530691516-2018-07-29-cloudberry,Lapland
21,bilberry,2022-07-26,spruce,plantation,440000,7370000,2022,7,26,30,726,2022-07-26,440000-7370000,66.44357657238494,25.654530691515745,66.443576572385-25.654530691516-2022-07-26-bilberry,Lapland
22,lingonberry,2022-08-21,pine,seedling,440000,7370000,2022,8,21,33,821,2022-08-21,440000-7370000,66.44357657238494,25.654530691515745,66.443576572385-25.654530691516-2022-08-21-lingonberry,Lapland
23,cloudberry,2022-07-16,pine,clearing,440000,7370000,2022,7,16,28,716,2022-07-16,440000-7370000,66.44357657238494,25.654530691515745,66.443576572385-25.654530691516-2022-07-16-cloudberry,Lapland
24,bilberry,2021-08-07,spruce,plantation,440000,7370000,2021,8,7,31,807,2021-08-07,440000-7370000,66.44357657238494,25.654530691515745,66.443576572385-25.654530691516-2021-08-07-bilberry,Lapland
25,lingonberry,2021-09-07,pine,clearing,440000,7370000,2021,9,7,36,907,2021-09-07,440000-7370000,66.44357657238494,25.654530691515745,66.443576572385-25.654530691516-2021-09-07-lingonberry,Lapland
26,cloudberry,2021-07-20,pine,clearing,440000,7370000,2021,7,20,29,720,2021-07-20,440000-7370000,66.44357657238494,25.654530691515745,66.443576572385-25.654530691516-2021-07-20-cloudberry,Lapland
27,bilberry,2019-08-04,spruce,plantation,440000,7370000,2019,8,4,31,804,2019-08-04,440000-7370000,66.44357657238494,25.654530691515745,66.443576572385-25.654530691516-2019-08-04-bilberry,Lapland
28,lingonberry,2019-09-01,pine,clearing,440000,7370000,2019,9,1,35,901,2019-09-01,440000-7370000,66.44357657238494,25.654530691515745,66.443576572385-25.654530691516-2019-09-01-lingonberry,Lapland
29,cloudberry,2019-07-30,pine,clearing,440000,7370000,2019,7,30,31,730,2019-07-30,440000-7370000,66.44357657238494,25.654530691515745,66.443576572385-25.654530691516-2019-07-30-cloudberry,Lapland
30,bilberry,2020-08-03,spruce,plantation,440000,7370000,2020,8,3,32,803,2020-08-03,440000-7370000,66.44357657238494,25.654530691515745,66.443576572385-25.654530691516-2020-08-03-bilberry,Lapland
31,lingonberry,2020-08-18,pine,clearing,440000,7370000,2020,8,18,34,818,2020-08-18,440000-7370000,66.44357657238494,25.654530691515745,66.443576572385-25.654530691516-2020-08-18-lingonberry,Lapland
32,cloudberry,2020-07-21,pine,clearing,440000,7370000,2020,7,21,30,721,2020-07-21,440000-7370000,66.44357657238494,25.654530691515745,66.443576572385-25.654530691516-2020-07-21-cloudberry,Lapland
33,bilberry,2018-07-20,pine,plantation,350000,7060000,2018,7,20,29,720,2018-07-20,350000-7060000,63.635949999523234,23.971753502658533,63.635949999523-23.971753502659-2018-07-20-bilberry,Central Ostrobothnia
34,lingonberry,2018-09-08,pine,plantation,350000,7060000,2018,9,8,36,908,2018-09-08,350000-7060000,63.635949999523234,23.971753502658533,63.635949999523-23.971753502659-2018-09-08-lingonberry,Central Ostrobothnia
35,bilberry,2022-07-23,pine,plantation,350000,7060000,2022,7,23,29,723,2022-07-23,350000-7060000,63.635949999523234,23.971753502658533,63.635949999523-23.971753502659-2022-07-23-bilberry,Central Ostrobothnia
36,lingonberry,2022-09-04,pine,plantation,350000,7060000,2022,9,4,35,904,2022-09-04,350000-7060000,63.635949999523234,23.971753502658533,63.635949999523-23.971753502659-2022-09-04-lingonberry,Central Ostrobothnia
37,bilberry,2021-08-13,pine,plantation,350000,7060000,2021,8,13,32,813,2021-08-13,350000-7060000,63.635949999523234,23.971753502658533,63.635949999523-23.971753502659-2021-08-13-bilberry,Central Ostrobothnia
38,lingonberry,2021-09-01,pine,plantation,350000,7060000,2021,9,1,35,901,2021-09-01,350000-7060000,63.635949999523234,23.971753502658533,63.635949999523-23.971753502659-2021-09-01-lingonberry,Central Ostrobothnia
39,bilberry,2019-07-18,pine,plantation,350000,7060000,2019,7,18,29,718,2019-07-18,350000-7060000,63.635949999523234,23.971753502658533,63.635949999523-23.971753502659-2019-07-18-bilberry,Central Ostrobothnia
40,lingonberry,2019-09-06,pine,seedling,350000,7060000,2019,9,6,36,906,2019-09-06,350000-7060000,63.635949999523234,23.971753502658533,63.635949999523-23.971753502659-2019-09-06-lingonberry,Central Ostrobothnia
41,cloudberry,2019-07-23,pine,clearing,350000,7060000,2019,7,23,30,723,2019-07-23,350000-7060000,63.635949999523234,23.971753502658533,63.635949999523-23.971753502659-2019-07-23-cloudberry,Central Ostrobothnia
42,bilberry,2020-08-03,pine,plantation,350000,7060000,2020,8,3,32,803,2020-08-03,350000-7060000,63.635949999523234,23.971753502658533,63.635949999523-23.971753502659-2020-08-03-bilberry,Central Ostrobothnia
43,lingonberry,2020-09-13,pine,plantation,350000,7060000,2020,9,13,37,913,2020-09-13,350000-7060000,63.635949999523234,23.971753502658533,63.635949999523-23.971753502659-2020-09-13-lingonberry,Central Ostrobothnia
44,bilberry,2018-07-16,pine,old,320000,7030000,2018,7,16,29,716,2018-07-16,320000-7030000,63.353232253327015,23.40143768818008,63.353232253327-23.401437688180-2018-07-16-bilberry,Southern Ostrobothnia
45,lingonberry,2018-08-22,pine,old,320000,7030000,2018,8,22,34,822,2018-08-22,320000-7030000,63.353232253327015,23.40143768818008,63.353232253327-23.401437688180-2018-08-22-lingonberry,Southern Ostrobothnia
46,bilberry,2022-07-27,spruce,old,320000,7030000,2022,7,27,30,727,2022-07-27,320000-7030000,63.353232253327015,23.40143768818008,63.353232253327-23.401437688180-2022-07-27-bilberry,Southern Ostrobothnia
47,bilberry,2021-08-03,spruce,old,320000,7030000,2021,8,3,31,803,2021-08-03,320000-7030000,63.353232253327015,23.40143768818008,63.353232253327-23.401437688180-2021-08-03-bilberry,Southern Ostrobothnia
48,bilberry,2019-07-30,spruce,old,320000,7030000,2019,7,30,31,730,2019-07-30,320000-7030000,63.353232253327015,23.40143768818008,63.353232253327-23.401437688180-2019-07-30-bilberry,Southern Ostrobothnia
49,bilberry,2020-07-27,spruce,old,320000,7030000,2020,7,27,31,727,2020-07-27,320000-7030000,63.353232253327015,23.40143768818008,63.353232253327-23.401437688180-2020-07-27-bilberry,Southern Ostrobothnia
50,bilberry,2018-07-20,spruce,old,480000,7030000,2018,7,20,29,720,2018-07-20,480000-7030000,63.39803169438057,26.59971112265592,63.398031694381-26.599711122656-2018-07-20-bilberry,Northern Savo
51,lingonberry,2018-07-30,spruce,old,480000,7030000,2018,7,30,31,730,2018-07-30,480000-7030000,63.39803169438057,26.59971112265592,63.398031694381-26.599711122656-2018-07-30-lingonberry,Northern Savo
52,bilberry,2022-07-24,spruce,old,480000,7030000,2022,7,24,29,724,2022-07-24,480000-7030000,63.39803169438057,26.59971112265592,63.398031694381-26.599711122656-2022-07-24-bilberry,Northern Savo
53,lingonberry,2022-08-13,pine,old,480000,7030000,2022,8,13,32,813,2022-08-13,480000-7030000,63.39803169438057,26.59971112265592,63.398031694381-26.599711122656-2022-08-13-lingonberry,Northern Savo
54,bilberry,2021-07-10,spruce,old,480000,7030000,2021,7,10,27,710,2021-07-10,480000-7030000,63.39803169438057,26.59971112265592,63.398031694381-26.599711122656-2021-07-10-bilberry,Northern Savo
55,lingonberry,2021-08-08,spruce,old,480000,7030000,2021,8,8,31,808,2021-08-08,480000-7030000,63.39803169438057,26.59971112265592,63.398031694381-26.599711122656-2021-08-08-lingonberry,Northern Savo
56,bilberry,2019-07-14,spruce,old,480000,7030000,2019,7,14,28,714,2019-07-14,480000-7030000,63.39803169438057,26.59971112265592,63.398031694381-26.599711122656-2019-07-14-bilberry,Northern Savo
57,lingonberry,2019-08-04,spruce,old,480000,7030000,2019,8,4,31,804,2019-08-04,480000-7030000,63.39803169438057,26.59971112265592,63.398031694381-26.599711122656-2019-08-04-lingonberry,Northern Savo
58,bilberry,2020-07-17,spruce,old,480000,7030000,2020,7,17,29,717,2020-07-17,480000-7030000,63.39803169438057,26.59971112265592,63.398031694381-26.599711122656-2020-07-17-bilberry,Northern Savo
59,lingonberry,2020-08-15,spruce,old,480000,7030000,2020,8,15,33,815,2020-08-15,480000-7030000,63.39803169438057,26.59971112265592,63.398031694381-26.599711122656-2020-08-15-lingonberry,Northern Savo
60,bilberry,2018-07-21,pine,plantation,240000,6720000,2018,7,21,29,721,2018-07-21,240000-6720000,60.53170082552993,22.25959626647885,60.531700825530-22.259596266479-2018-07-21-bilberry,Varsinais-Suomi
61,lingonberry,2020-08-20,pine,plantation,240000,6720000,2020,8,20,34,820,2020-08-20,240000-6720000,60.53170082552993,22.25959626647885,60.531700825530-22.259596266479-2020-08-20-lingonberry,Varsinais-Suomi
62,bilberry,2018-07-23,larch,old,280000,6660000,2018,7,23,30,723,2018-07-23,280000-6660000,60.01813745633756,23.05202805743573,60.018137456338-23.052028057436-2018-07-23-bilberry,Varsinais-Suomi
63,lingonberry,2018-08-27,pine,old,280000,6660000,2018,8,27,35,827,2018-08-27,280000-6660000,60.01813745633756,23.05202805743573,60.018137456338-23.052028057436-2018-08-27-lingonberry,Varsinais-Suomi
64,bilberry,2022-08-02,larch,old,280000,6660000,2022,8,2,31,802,2022-08-02,280000-6660000,60.01813745633756,23.05202805743573,60.018137456338-23.052028057436-2022-08-02-bilberry,Varsinais-Suomi
65,lingonberry,2022-08-26,spruce,old,280000,6660000,2022,8,26,34,826,2022-08-26,280000-6660000,60.01813745633756,23.05202805743573,60.018137456338-23.052028057436-2022-08-26-lingonberry,Varsinais-Suomi
66,bilberry,2021-07-22,larch,old,280000,6660000,2021,7,22,29,722,2021-07-22,280000-6660000,60.01813745633756,23.05202805743573,60.018137456338-23.052028057436-2021-07-22-bilberry,Varsinais-Suomi
67,lingonberry,2021-09-01,spruce,old,280000,6660000,2021,9,1,35,901,2021-09-01,280000-6660000,60.01813745633756,23.05202805743573,60.018137456338-23.052028057436-2021-09-01-lingonberry,Varsinais-Suomi
68,bilberry,2019-08-05,larch,old,280000,6660000,2019,8,5,32,805,2019-08-05,280000-6660000,60.01813745633756,23.05202805743573,60.018137456338-23.052028057436-2019-08-05-bilberry,Varsinais-Suomi
69,lingonberry,2019-09-06,pine,old,280000,6660000,2019,9,6,36,906,2019-09-06,280000-6660000,60.01813745633756,23.05202805743573,60.018137456338-23.052028057436-2019-09-06-lingonberry,Varsinais-Suomi
70,bilberry,2020-07-09,larch,old,280000,6660000,2020,7,9,28,709,2020-07-09,280000-6660000,60.01813745633756,23.05202805743573,60.018137456338-23.052028057436-2020-07-09-bilberry,Varsinais-Suomi
71,lingonberry,2020-08-31,pine,old,280000,6660000,2020,8,31,36,831,2020-08-31,280000-6660000,60.01813745633756,23.05202805743573,60.018137456338-23.052028057436-2020-08-31-lingonberry,Varsinais-Suomi
72,bilberry,2018-07-23,pine,old,610000,7120000,2018,7,23,30,723,2018-07-23,610000-7120000,64.18871371186125,29.264605960494546,64.188713711861-29.264605960495-2018-07-23-bilberry,Kainuu
73,cloudberry,2018-07-23,pine,seedling,610000,7120000,2018,7,23,30,723,2018-07-23,610000-7120000,64.18871371186125,29.264605960494546,64.188713711861-29.264605960495-2018-07-23-cloudberry,Kainuu
74,bilberry,2018-07-22,spruce,old,390000,6720000,2018,7,22,29,722,2018-07-22,390000-6720000,60.600759605210776,24.991134265128306,60.600759605211-24.991134265128-2018-07-22-bilberry,Uusimaa
75,bilberry,2022-07-22,spruce,old,390000,6720000,2022,7,22,29,722,2022-07-22,390000-6720000,60.600759605210776,24.991134265128306,60.600759605211-24.991134265128-2022-07-22-bilberry,Uusimaa
76,bilberry,2021-07-21,spruce,old,390000,6720000,2021,7,21,29,721,2021-07-21,390000-6720000,60.600759605210776,24.991134265128306,60.600759605211-24.991134265128-2021-07-21-bilberry,Uusimaa
77,bilberry,2019-07-06,spruce,old,390000,6720000,2019,7,6,27,706,2019-07-06,390000-6720000,60.600759605210776,24.991134265128306,60.600759605211-24.991134265128-2019-07-06-bilberry,Uusimaa
78,bilberry,2020-07-20,spruce,old,390000,6720000,2020,7,20,30,720,2020-07-20,390000-6720000,60.600759605210776,24.991134265128306,60.600759605211-24.991134265128-2020-07-20-bilberry,Uusimaa
79,bilberry,2018-07-24,pine,seedling,380000,6700000,2018,7,24,30,724,2018-07-24,380000-6700000,60.41845239270469,24.82075005995021,60.418452392705-24.820750059950-2018-07-24-bilberry,Uusimaa
80,bilberry,2018-07-23,pine,old,390000,6690000,2018,7,23,30,723,2018-07-23,390000-6690000,60.331565669914056,25.007707023099314,60.331565669914-25.007707023099-2018-07-23-bilberry,Uusimaa
81,bilberry,2018-07-06,pine,old,430000,6910000,2018,7,6,27,706,2018-07-06,430000-6910000,62.31497927178256,25.649501497879942,62.314979271783-25.649501497880-2018-07-06-bilberry,Central Finland
82,lingonberry,2018-08-30,pine,old,430000,6910000,2018,8,30,35,830,2018-08-30,430000-6910000,62.31497927178256,25.649501497879942,62.314979271783-25.649501497880-2018-08-30-lingonberry,Central Finland
83,lingonberry,2022-08-18,pine,old,430000,6910000,2022,8,18,33,818,2022-08-18,430000-6910000,62.31497927178256,25.649501497879942,62.314979271783-25.649501497880-2022-08-18-lingonberry,Central Finland
84,bilberry,2021-07-27,pine,old,430000,6910000,2021,7,27,30,727,2021-07-27,430000-6910000,62.31497927178256,25.649501497879942,62.314979271783-25.649501497880-2021-07-27-bilberry,Central Finland
85,lingonberry,2021-08-28,pine,old,430000,6910000,2021,8,28,34,828,2021-08-28,430000-6910000,62.31497927178256,25.649501497879942,62.314979271783-25.649501497880-2021-08-28-lingonberry,Central Finland
86,bilberry,2019-07-27,pine,old,430000,6910000,2019,7,27,30,727,2019-07-27,430000-6910000,62.31497927178256,25.649501497879942,62.314979271783-25.649501497880-2019-07-27-bilberry,Central Finland
87,lingonberry,2019-08-26,pine,old,430000,6910000,2019,8,26,35,826,2019-08-26,430000-6910000,62.31497927178256,25.649501497879942,62.314979271783-25.649501497880-2019-08-26-lingonberry,Central Finland
88,bilberry,2020-07-25,pine,old,430000,6910000,2020,7,25,30,725,2020-07-25,430000-6910000,62.31497927178256,25.649501497879942,62.314979271783-25.649501497880-2020-07-25-bilberry,Central Finland
89,lingonberry,2020-08-27,pine,old,430000,6910000,2020,8,27,35,827,2020-08-27,430000-6910000,62.31497927178256,25.649501497879942,62.314979271783-25.649501497880-2020-08-27-lingonberry,Central Finland
90,bilberry,2018-07-04,mixed,plantation,450000,7310000,2018,7,4,27,704,2018-07-04,450000-7310000,65.90716550173002,25.902322065218,65.907165501730-25.902322065218-2018-07-04-bilberry,Northern Ostrobothnia
91,bilberry,2018-07-11,pine,plantation,540000,6770000,2018,7,11,28,711,2018-07-11,540000-6770000,61.06271598849624,27.74103603364305,61.062715988496-27.741036033643-2018-07-11-bilberry,South Karelia
92,lingonberry,2018-09-08,pine,old,540000,6770000,2018,9,8,36,908,2018-09-08,540000-6770000,61.06271598849624,27.74103603364305,61.062715988496-27.741036033643-2018-09-08-lingonberry,South Karelia
93,bilberry,2019-08-15,pine,plantation,540000,6770000,2019,8,15,33,815,2019-08-15,540000-6770000,61.06271598849624,27.74103603364305,61.062715988496-27.741036033643-2019-08-15-bilberry,South Karelia
94,lingonberry,2019-08-06,pine,plantation,540000,6770000,2019,8,6,32,806,2019-08-06,540000-6770000,61.06271598849624,27.74103603364305,61.062715988496-27.741036033643-2019-08-06-lingonberry,South Karelia
95,bilberry,2018-07-24,spruce,old,440000,7380000,2018,7,24,30,724,2018-07-24,440000-7380000,66.53326186021619,25.649684772858805,66.533261860216-25.649684772859-2018-07-24-bilberry,Lapland
96,bilberry,2018-07-25,pine,old,460000,6730000,2018,7,25,30,725,2018-07-25,460000-6730000,60.70362973103107,26.26724698462514,60.703629731031-26.267246984625-2018-07-25-bilberry,Uusimaa
97,lingonberry,2018-08-22,pine,old,460000,6730000,2018,8,22,34,822,2018-08-22,460000-6730000,60.70362973103107,26.26724698462514,60.703629731031-26.267246984625-2018-08-22-lingonberry,Uusimaa
98,bilberry,2019-07-18,spruce,plantation,460000,6730000,2019,7,18,29,718,2019-07-18,460000-6730000,60.70362973103107,26.26724698462514,60.703629731031-26.267246984625-2019-07-18-bilberry,Uusimaa
99,lingonberry,2019-08-25,pine,old,460000,6730000,2019,8,25,34,825,2019-08-25,460000-6730000,60.70362973103107,26.26724698462514,60.703629731031-26.267246984625-2019-08-25-lingonberry,Uusimaa
100,lingonberry,2019-09-17,pine,seedling,460000,6730000,2019,9,17,38,917,2019-09-17,460000-6730000,60.70362973103107,26.26724698462514,60.703629731031-26.267246984625-2019-09-17-lingonberry,Uusimaa
101,bilberry,2020-08-31,pine,old,460000,6730000,2020,8,31,36,831,2020-08-31,460000-6730000,60.70362973103107,26.26724698462514,60.703629731031-26.267246984625-2020-08-31-bilberry,Uusimaa
102,lingonberry,2020-09-09,pine,old,460000,6730000,2020,9,9,37,909,2020-09-09,460000-6730000,60.70362973103107,26.26724698462514,60.703629731031-26.267246984625-2020-09-09-lingonberry,Uusimaa
103,bilberry,2018-07-28,pine,plantation,390000,6740000,2018,7,28,30,728,2018-07-28,390000-6740000,60.78021463637565,24.97990694675117,60.780214636376-24.979906946751-2018-07-28-bilberry,Haeme
104,lingonberry,2018-08-31,pine,plantation,390000,6740000,2018,8,31,35,831,2018-08-31,390000-6740000,60.78021463637565,24.97990694675117,60.780214636376-24.979906946751-2018-08-31-lingonberry,Haeme
105,bilberry,2019-07-10,pine,old,390000,6740000,2019,7,10,28,710,2019-07-10,390000-6740000,60.78021463637565,24.97990694675117,60.780214636376-24.979906946751-2019-07-10-bilberry,Haeme
106,bilberry,2018-07-16,pine,old,270000,6710000,2018,7,16,29,716,2018-07-16,270000-6710000,60.460426507890666,22.816310845210538,60.460426507891-22.816310845211-2018-07-16-bilberry,Varsinais-Suomi
107,lingonberry,2018-09-03,pine,old,270000,6710000,2018,9,3,36,903,2018-09-03,270000-6710000,60.460426507890666,22.816310845210538,60.460426507891-22.816310845211-2018-09-03-lingonberry,Varsinais-Suomi
108,bilberry,2022-07-13,pine,old,270000,6710000,2022,7,13,28,713,2022-07-13,270000-6710000,60.460426507890666,22.816310845210538,60.460426507891-22.816310845211-2022-07-13-bilberry,Varsinais-Suomi
109,lingonberry,2022-09-02,pine,old,270000,6710000,2022,9,2,35,902,2022-09-02,270000-6710000,60.460426507890666,22.816310845210538,60.460426507891-22.816310845211-2022-09-02-lingonberry,Varsinais-Suomi
110,bilberry,2021-07-19,pine,old,270000,6710000,2021,7,19,29,719,2021-07-19,270000-6710000,60.460426507890666,22.816310845210538,60.460426507891-22.816310845211-2021-07-19-bilberry,Varsinais-Suomi
111,lingonberry,2021-08-27,pine,old,270000,6710000,2021,8,27,34,827,2021-08-27,270000-6710000,60.460426507890666,22.816310845210538,60.460426507891-22.816310845211-2021-08-27-lingonberry,Varsinais-Suomi
112,bilberry,2019-07-12,pine,old,270000,6710000,2019,7,12,28,712,2019-07-12,270000-6710000,60.460426507890666,22.816310845210538,60.460426507891-22.816310845211-2019-07-12-bilberry,Varsinais-Suomi
113,lingonberry,2019-08-26,pine,old,270000,6710000,2019,8,26,35,826,2019-08-26,270000-6710000,60.460426507890666,22.816310845210538,60.460426507891-22.816310845211-2019-08-26-lingonberry,Varsinais-Suomi
114,bilberry,2020-07-15,pine,old,270000,6710000,2020,7,15,29,715,2020-07-15,270000-6710000,60.460426507890666,22.816310845210538,60.460426507891-22.816310845211-2020-07-15-bilberry,Varsinais-Suomi
115,lingonberry,2020-09-02,pine,old,270000,6710000,2020,9,2,36,902,2020-09-02,270000-6710000,60.460426507890666,22.816310845210538,60.460426507891-22.816310845211-2020-09-02-lingonberry,Varsinais-Suomi
116,bilberry,2018-07-30,pine,old,480000,6730000,2018,7,30,31,730,2018-07-30,480000-6730000,60.7051236699666,26.63361227962727,60.705123669967-26.633612279627-2018-07-30-bilberry,Kymenlaakso
117,bilberry,2018-07-30,pine,plantation,510000,6710000,2018,7,30,31,730,2018-07-30,510000-6710000,60.52593334847382,27.182187694341767,60.525933348474-27.182187694342-2018-07-30-bilberry,Kymenlaakso
118,bilberry,2018-07-27,spruce,old,220000,6740000,2018,7,27,30,727,2018-07-27,220000-6740000,60.69713944216803,21.86819483088044,60.697139442168-21.868194830880-2018-07-27-bilberry,Varsinais-Suomi
119,bilberry,2018-08-01,pine,plantation,470000,6920000,2018,8,1,31,801,2018-08-01,470000-6920000,62.41008120174775,26.41941695668295,62.410081201748-26.419416956683-2018-08-01-bilberry,Central Finland
120,bilberry,2021-06-30,pine,old,470000,6920000,2021,6,30,26,630,2021-06-30,470000-6920000,62.41008120174775,26.41941695668295,62.410081201748-26.419416956683-2021-06-30-bilberry,Central Finland
121,lingonberry,2021-08-23,pine,old,470000,6920000,2021,8,23,34,823,2021-08-23,470000-6920000,62.41008120174775,26.41941695668295,62.410081201748-26.419416956683-2021-08-23-lingonberry,Central Finland
122,bilberry,2019-07-30,pine,plantation,470000,6920000,2019,7,30,31,730,2019-07-30,470000-6920000,62.41008120174775,26.41941695668295,62.410081201748-26.419416956683-2019-07-30-bilberry,Central Finland
123,bilberry,2020-07-16,pine,plantation,470000,6920000,2020,7,16,29,716,2020-07-16,470000-6920000,62.41008120174775,26.41941695668295,62.410081201748-26.419416956683-2020-07-16-bilberry,Central Finland
124,lingonberry,2020-09-02,pine,plantation,470000,6920000,2020,9,2,36,902,2020-09-02,470000-6920000,62.41008120174775,26.41941695668295,62.410081201748-26.419416956683-2020-09-02-lingonberry,Central Finland
125,bilberry,2018-07-25,spruce,old,610000,7360000,2018,7,25,30,725,2018-07-25,610000-7360000,66.34027905923571,29.45692335772093,66.340279059236-29.456923357721-2018-07-25-bilberry,Northern Ostrobothnia
126,bilberry,2019-08-14,spruce,old,610000,7360000,2019,8,14,33,814,2019-08-14,610000-7360000,66.34027905923571,29.45692335772093,66.340279059236-29.456923357721-2019-08-14-bilberry,Northern Ostrobothnia
127,bilberry,2018-08-01,pine,plantation,570000,7410000,2018,8,1,31,801,2018-08-01,570000-7410000,66.80019411773868,28.5925123225102,66.800194117739-28.592512322510-2018-08-01-bilberry,Lapland
128,lingonberry,2018-08-01,pine,plantation,570000,7410000,2018,8,1,31,801,2018-08-01,570000-7410000,66.80019411773868,28.5925123225102,66.800194117739-28.592512322510-2018-08-01-lingonberry,Lapland
129,cloudberry,2018-08-01,pine,clearing,570000,7410000,2018,8,1,31,801,2018-08-01,570000-7410000,66.80019411773868,28.5925123225102,66.800194117739-28.592512322510-2018-08-01-cloudberry,Lapland
130,bilberry,2022-08-10,pine,clearing,570000,7410000,2022,8,10,32,810,2022-08-10,570000-7410000,66.80019411773868,28.5925123225102,66.800194117739-28.592512322510-2022-08-10-bilberry,Lapland
131,lingonberry,2022-08-23,pine,clearing,570000,7410000,2022,8,23,34,823,2022-08-23,570000-7410000,66.80019411773868,28.5925123225102,66.800194117739-28.592512322510-2022-08-23-lingonberry,Lapland
132,cloudberry,2022-07-13,pine,clearing,570000,7410000,2022,7,13,28,713,2022-07-13,570000-7410000,66.80019411773868,28.5925123225102,66.800194117739-28.592512322510-2022-07-13-cloudberry,Lapland
133,bilberry,2021-07-18,pine,clearing,570000,7410000,2021,7,18,28,718,2021-07-18,570000-7410000,66.80019411773868,28.5925123225102,66.800194117739-28.592512322510-2021-07-18-bilberry,Lapland
134,lingonberry,2021-08-01,pine,clearing,570000,7410000,2021,8,1,30,801,2021-08-01,570000-7410000,66.80019411773868,28.5925123225102,66.800194117739-28.592512322510-2021-08-01-lingonberry,Lapland
